# Distance (m)	Slope (deg)
2367	 18.548159859983
2368	 18.916525330710
2369	 19.284890801437
2370	 19.653256272165
2371	 20.021621742892
2372	 20.389987213620
2373	 20.758352684347
2374	 21.126718155074
2375	 21.495083625802
2376	 21.863449096529
2377	 22.231814567257
2378	 22.591726592277
2379	 22.714327294042
2380	 22.836927995807
2381	 22.959528697571
2382	 23.082129399336
2383	 23.204730101101
2384	 23.327330802866
2385	 23.449931504631
2386	 23.572532206396
2387	 23.695132908160
2388	 23.817733609925
2389	 23.940334311690
2390	 24.062935013455
2391	 24.185535715220
2392	 24.308136416984
2393	 24.446189737195
2394	 25.018040286880
2395	 25.589890836565
2396	 26.161741386250
2397	 26.733591935934
2398	 27.305442485619
2399	 27.877293035304
2400	 28.449143584989
2401	 29.020994134674
2402	 29.592844684359
2403	 30.164695234043
2404	 30.736545783728
2405	 31.308396333413
2406	 31.880246883098
2407	 32.452097432783
2408	 33.011504469077
2409	 33.221588076254
2410	 33.431671683432
2411	 33.641755290610
2412	 33.851838897787
2413	 34.061922504965
2414	 34.272006112142
2415	 34.482089719320
2416	 34.692173326497
2417	 34.902256933675
2418	 35.112340540852
2419	 35.322424148030
2420	 35.532507755208
2421	 35.742591362385
2422	 35.952674969563
2423	 36.154223352947
2424	 36.116164678849
2425	 36.078106004750
2426	 36.040047330651
2427	 36.001988656552
2428	 35.963929982454
2429	 35.925871308355
2430	 35.887812634256
2431	 35.849753960157
2432	 35.811695286059
2433	 35.773636611960
2434	 35.735577937861
2435	 35.697519263763
2436	 35.659460589664
2437	 35.621401915565
2438	 35.595178947629
2439	 35.901216596199
2440	 36.207254244770
2441	 36.513291893340
2442	 36.819329541910
2443	 37.125367190481
2444	 37.431404839051
2445	 37.737442487621
2446	 38.043480136192
2447	 38.349517784762
2448	 38.655555433332
2449	 38.961593081903
2450	 39.267630730473
2451	 39.573668379043
2452	 39.879706027614
2453	 40.179933720566
2454	 40.317060080931
2455	 40.454186441296
2456	 40.591312801661
2457	 40.728439162026
2458	 40.865565522391
2459	 41.002691882756
2460	 41.139818243121
2461	 41.276944603486
2462	 41.414070963851
2463	 41.551197324216
2464	 41.688323684581
2465	 41.825450044946
2466	 41.962576405311
2467	 42.099702765676
2468	 42.211838573538
2469	 41.622421270021
2470	 41.033003966503
2471	 40.443586662986
2472	 39.854169359469
2473	 39.264752055951
2474	 38.675334752434
2475	 38.085917448917
2476	 37.496500145399
2477	 36.907082841882
2478	 36.317665538365
2479	 35.728248234847
2480	 35.138830931330
2481	 34.549413627812
2482	 33.959996324295
2483	 33.361022269046
2484	 32.493764072718
2485	 31.626505876389
2486	 30.759247680061
2487	 29.891989483732
2488	 29.024731287404
2489	 28.157473091075
2490	 27.290214894747
2491	 26.422956698418
2492	 25.555698502090
2493	 24.688440305761
2494	 23.821182109433
2495	 22.953923913104
2496	 22.086665716776
2497	 21.219407520447
2498	 20.375671783249
2499	 20.192275765658
2500	 20.008879748067
2501	 19.825483730476
2502	 19.642087712885
2503	 19.458691695294
2504	 19.275295677703
2505	 19.091899660112
2506	 18.908503642521
2507	 18.725107624930
2508	 18.541711607339
2509	 18.358315589748
2510	 18.174919572157
2511	 17.991523554566
2512	 17.808127536975
2513	 17.624731519384
2514	 17.441335501793
2515	 17.257939484202
2516	 17.074543466611
2517	 16.891147449020
2518	 16.707751431429
2519	 16.524355413838
2520	 16.340959396247
2521	 16.157563378656
2522	 15.974167361065
2523	 15.790771343474
2524	 15.607375325883
2525	 15.423979308292
2526	 15.240583290701
2527	 15.057187273110
2528	 14.867911442528
2529	 14.598478598678
2530	 14.329045754827
2531	 14.059612910977
2532	 13.790180067126
2533	 13.520747223275
2534	 13.251314379425
2535	 12.981881535574
2536	 12.712448691724
2537	 12.443015847873
2538	 12.173583004023
2539	 11.904150160172
2540	 11.634717316321
2541	 11.365284472471
2542	 11.095851628620
2543	 10.908507617168
2544	 11.840246076008
2545	 12.771984534848
2546	 13.703722993689
2547	 14.635461452529
2548	 15.567199911369
2549	 16.498938370209
2550	 17.430676829049
2551	 18.362415287889
2552	 19.294153746729
2553	 20.225892205569
2554	 21.157630664409
2555	 22.089369123249
2556	 23.021107582089
2557	 23.952846040929
2558	 24.839824422506
2559	 25.116607528955
2560	 25.393390635404
2561	 25.670173741853
2562	 25.946956848302
2563	 26.223739954751
2564	 26.500523061200
2565	 26.777306167649
2566	 27.054089274098
2567	 27.330872380548
2568	 27.607655486997
2569	 27.884438593446
2570	 28.161221699895
2571	 28.438004806344
2572	 28.714787912793
2573	 28.989034753532
2574	 29.228705752402
2575	 29.468376751272
2576	 29.708047750142
2577	 29.947718749012
2578	 30.187389747882
2579	 30.427060746752
2580	 30.666731745622
2581	 30.906402744492
2582	 31.146073743362
2583	 31.385744742232
2584	 31.625415741102
2585	 31.865086739972
2586	 32.104757738842
2587	 32.344428737712
2588	 32.569585091539
2589	 32.596869405021
2590	 32.624153718502
2591	 32.651438031984
2592	 32.678722345466
2593	 32.706006658947
2594	 32.733290972429
2595	 32.760575285911
2596	 32.787859599392
2597	 32.815143912874
2598	 32.842428226356
2599	 32.869712539837
2600	 32.896996853319
2601	 32.924281166801
2602	 32.951565480282
2603	 32.973429003640
2604	 32.921393179452
2605	 32.869357355264
2606	 32.817321531077
2607	 32.765285706889
2608	 32.713249882702
2609	 32.661214058514
2610	 32.609178234326
2611	 32.557142410139
2612	 32.505106585951
2613	 32.453070761763
2614	 32.401034937576
2615	 32.348999113388
2616	 32.296963289201
2617	 32.244927465013
2618	 32.162818421975
2619	 31.670733857177
2620	 31.178649292379
2621	 30.686564727581
2622	 30.194480162783
2623	 29.702395597985
2624	 29.210311033186
2625	 28.718226468388
2626	 28.226141903590
2627	 27.734057338792
2628	 27.241972773994
2629	 26.749888209196
2630	 26.257803644398
2631	 25.765719079600
2632	 25.273634514801
2633	 24.786475298321
2634	 24.366461280247
2635	 23.946447262172
2636	 23.526433244098
2637	 23.106419226023
2638	 22.686405207949
2639	 22.266391189875
2640	 21.846377171800
2641	 21.426363153726
2642	 21.006349135651
2643	 20.586335117577
2644	 20.166321099502
2645	 19.746307081428
2646	 19.326293063353
2647	 18.906279045279
2648	 18.452657091056
2649	 17.540872304050
2650	 16.629087517044
2651	 15.717302730038
2652	 14.805517943033
2653	 13.893733156027
2654	 12.981948369021
2655	 12.070163582015
2656	 11.158378795009
2657	 10.246594008003
2658	 9.334809220998
2659	 8.423024433992
2660	 7.511239646986
2661	 6.599454859980
2662	 5.687670072974
2663	 4.846963874839
2664	 4.975242132181
2665	 5.103520389523
2666	 5.231798646865
2667	 5.360076904207
2668	 5.488355161549
2669	 5.616633418890
2670	 5.744911676232
2671	 5.873189933574
2672	 6.001468190916
2673	 6.129746448258
2674	 6.258024705600
2675	 6.386302962942
2676	 6.514581220284
2677	 6.642859477626
2678	 6.800203628539
2679	 7.353790860978
2680	 7.907378093417
2681	 8.460965325856
2682	 9.014552558295
2683	 9.568139790735
2684	 10.121727023174
2685	 10.675314255613
2686	 11.228901488052
2687	 11.782488720491
2688	 12.336075952931
2689	 12.889663185370
2690	 13.443250417809
2691	 13.996837650248
2692	 14.550424882687
2693	 15.153908225924
2694	 16.437604227555
2695	 17.721300229186
2696	 19.004996230817
2697	 20.288692232448
2698	 21.572388234079
2699	 22.856084235710
2700	 24.139780237341
2701	 25.423476238972
2702	 26.707172240603
2703	 27.990868242234
2704	 29.274564243865
2705	 30.558260245496
2706	 31.841956247127
2707	 33.125652248758
2708	 34.329901537205
2709	 34.451087257501
2710	 34.572272977798
2711	 34.693458698094
2712	 34.814644418391
2713	 34.935830138687
2714	 35.057015858984
2715	 35.178201579280
2716	 35.299387299577
2717	 35.420573019873
2718	 35.541758740170
2719	 35.662944460466
2720	 35.784130180763
2721	 35.905315901059
2722	 36.026501621356
2723	 36.141374849329
2724	 36.170192528944
2725	 36.199010208559
2726	 36.227827888175
2727	 36.256645567790
2728	 36.285463247405
2729	 36.314280927020
2730	 36.343098606635
2731	 36.371916286250
2732	 36.400733965865
2733	 36.429551645480
2734	 36.458369325096
2735	 36.487187004711
2736	 36.516004684326
2737	 36.544822363941
2738	 36.614138069439
2739	 37.235546301104
2740	 37.856954532769
2741	 38.478362764434
2742	 39.099770996099
2743	 39.721179227764
2744	 40.342587459429
2745	 40.963995691093
2746	 41.585403922758
2747	 42.206812154423
2748	 42.828220386088
2749	 43.449628617753
2750	 44.071036849418
2751	 44.692445081083
2752	 45.313853312748
2753	 45.885190506062
2754	 45.773930328298
2755	 45.662670150535
2756	 45.551409972771
2757	 45.440149795007
2758	 45.328889617243
2759	 45.217629439479
2760	 45.106369261716
2761	 44.995109083952
2762	 44.883848906188
2763	 44.772588728424
2764	 44.661328550660
2765	 44.550068372897
2766	 44.438808195133
2767	 44.327548017369
2768	 44.205843999944
2769	 43.941763516002
2770	 43.677683032060
2771	 43.413602548118
2772	 43.149522064175
2773	 42.885441580233
2774	 42.621361096291
2775	 42.357280612348
2776	 42.093200128406
2777	 41.829119644464
2778	 41.565039160521
2779	 41.300958676579
2780	 41.036878192637
2781	 40.772797708694
2782	 40.508717224752
2783	 40.205798511500
2784	 39.373414580326
2785	 38.541030649152
2786	 37.708646717978
2787	 36.876262786804
2788	 36.043878855630
2789	 35.211494924456
2790	 34.379110993283
2791	 33.546727062109
2792	 32.714343130935
2793	 31.881959199761
2794	 31.049575268587
2795	 30.217191337413
2796	 29.384807406239
2797	 28.552423475065
2798	 27.791338095663
2799	 28.002235832977
2800	 28.213133570292
2801	 28.424031307606
2802	 28.634929044921
2803	 28.845826782236
2804	 29.056724519550
2805	 29.267622256865
2806	 29.478519994180
2807	 29.689417731494
2808	 29.900315468809
2809	 30.111213206123
2810	 30.322110943438
2811	 30.533008680753
2812	 30.743906418067
2813	 30.982815471985
2814	 31.603591003673
2815	 32.224366535360
2816	 32.845142067047
2817	 33.465917598735
2818	 34.086693130422
2819	 34.707468662110
2820	 35.328244193797
2821	 35.949019725484
2822	 36.569795257172
2823	 37.190570788859
2824	 37.811346320547
2825	 38.432121852234
2826	 39.052897383921
2827	 39.673672915609
2828	 40.237743254706
2829	 40.028775592414
2830	 39.819807930122
2831	 39.610840267830
2832	 39.401872605538
2833	 39.192904943246
2834	 38.983937280954
2835	 38.774969618662
2836	 38.566001956370
2837	 38.357034294078
2838	 38.148066631786
2839	 37.939098969494
2840	 37.730131307202
2841	 37.521163644910
2842	 37.312195982618
2843	 37.153171080858
2844	 37.674994793937
2845	 38.196818507017
2846	 38.718642220097
2847	 39.240465933176
2848	 39.762289646256
2849	 40.284113359336
2850	 40.805937072415
2851	 41.327760785495
2852	 41.849584498574
2853	 42.371408211654
2854	 42.893231924734
2855	 43.415055637813
2856	 43.936879350893
2857	 44.458703063973
2858	 44.891151749414
2859	 44.105188332314
2860	 43.319224915214
2861	 42.533261498114
2862	 41.747298081013
2863	 40.961334663913
2864	 40.175371246813
2865	 39.389407829713
2866	 38.603444412613
2867	 37.817480995512
2868	 37.031517578412
2869	 36.245554161312
2870	 35.459590744212
2871	 34.673627327112
2872	 33.887663910011
2873	 33.135005808918
2874	 32.836385052268
2875	 32.537764295618
2876	 32.239143538968
2877	 31.940522782318
2878	 31.641902025668
2879	 31.343281269018
2880	 31.044660512369
2881	 30.746039755719
2882	 30.447418999069
2883	 30.148798242419
2884	 29.850177485769
2885	 29.551556729119
2886	 29.252935972469
2887	 28.954315215820
2888	 28.726634120662
2889	 29.466043549817
2890	 30.205452978972
2891	 30.944862408127
2892	 31.684271837281
2893	 32.423681266436
2894	 33.163090695591
2895	 33.902500124746
2896	 34.641909553901
2897	 35.381318983056
2898	 36.120728412211
2899	 36.860137841366
2900	 37.599547270521
2901	 38.338956699675
2902	 39.078366128830
2903	 39.687912860969
2904	 38.527096148859
2905	 37.366279436749
2906	 36.205462724639
2907	 35.044646012529
2908	 33.883829300419
2909	 32.723012588308
2910	 31.562195876198
2911	 30.401379164088
2912	 29.240562451978
2913	 28.079745739868
2914	 26.918929027758
2915	 25.758112315648
2916	 24.597295603537
2917	 23.436478891427
2918	 22.309573206824
2919	 21.644962275543
2920	 20.980351344261
2921	 20.315740412980
2922	 19.651129481698
2923	 18.986518550417
2924	 18.321907619135
2925	 17.657296687853
2926	 16.992685756572
2927	 16.328074825290
2928	 15.663463894009
2929	 14.998852962727
2930	 14.334242031446
2931	 13.669631100164
2932	 13.005020168882
2933	 12.358474685972
2934	 11.958207850645
2935	 11.557941015318
2936	 11.157674179991
2937	 10.757407344664
2938	 10.357140509337
2939	 9.956873674010
2940	 9.556606838683
2941	 9.156340003356
2942	 8.756073168029
2943	 8.355806332702
2944	 7.955539497375
2945	 7.555272662048
2946	 7.155005826721
2947	 6.754738991394
2948	 6.354697855033
2949	 5.957733577601
2950	 5.560769300169
2951	 5.163805022737
2952	 4.766840745305
2953	 4.369876467874
2954	 3.972912190442
2955	 3.575947913010
2956	 3.178983635578
2957	 2.782019358146
2958	 2.385055080714
2959	 1.988090803282
2960	 1.591126525850
2961	 1.194162248418
2962	 0.797197970986
2963	 0.427350130123
2964	 0.427169245679
2965	 0.426988361236
2966	 0.426807476793
2967	 0.426626592350
2968	 0.426445707907
2969	 0.426264823463
2970	 0.426083939020
2971	 0.425903054577
2972	 0.425722170134
2973	 0.425541285691
2974	 0.425360401248
2975	 0.425179516804
2976	 0.424998632361
2977	 0.424817747918
2978	 0.429512712919
2979	 0.500678079286
2980	 0.571843445654
2981	 0.643008812022
2982	 0.714174178390
2983	 0.785339544757
2984	 0.856504911125
2985	 0.927670277493
2986	 0.998835643861
2987	 1.070001010228
2988	 1.141166376596
2989	 1.212331742964
2990	 1.283497109332
2991	 1.354662475699
2992	 1.425827842067
2993	 1.520518601425
2994	 1.935921132984
2995	 2.351323664544
2996	 2.766726196103
2997	 3.182128727663
2998	 3.597531259222
2999	 4.012933790782
3000	 4.428336322341
3001	 4.843738853901
3002	 5.259141385460
3003	 5.674543917020
3004	 6.089946448579
3005	 6.505348980139
3006	 6.920751511698
3007	 7.336154043258
3008	 7.731153272029
3009	 7.848002869193
3010	 7.964852466358
3011	 8.081702063522
3012	 8.198551660687
3013	 8.315401257851
3014	 8.432250855016
3015	 8.549100452181
3016	 8.665950049345
3017	 8.782799646510
3018	 8.899649243674
3019	 9.016498840839
3020	 9.133348438003
3021	 9.250198035168
3022	 9.367047632332
3023	 9.453152875970
3024	 9.120133299070
3025	 8.787113722170
3026	 8.454094145269
3027	 8.121074568369
3028	 7.788054991469
3029	 7.455035414568
3030	 7.122015837668
3031	 6.788996260768
3032	 6.455976683867
3033	 6.122957106967
3034	 5.789937530067
3035	 5.456917953166
3036	 5.123898376266
3037	 4.790878799366
3038	 4.477457087321
3039	 4.431204810835
3040	 4.384952534348
3041	 4.338700257861
3042	 4.292447981375
3043	 4.246195704888
3044	 4.199943428401
3045	 4.153691151914
3046	 4.107438875428
3047	 4.061186598941
3048	 4.014934322454
3049	 3.968682045968
3050	 3.922429769481
3051	 3.876177492994
3052	 3.829925216508
3053	 3.783672940021
3054	 3.737420663534
3055	 3.691168387048
3056	 3.644916110561
3057	 3.598663834074
3058	 3.552411557588
3059	 3.506159281101
3060	 3.459907004614
3061	 3.413654728128
3062	 3.367402451641
3063	 3.321150175154
3064	 3.274897898668
3065	 3.228645622181
3066	 3.182393345694
3067	 3.136141069208
3068	 3.089888792721
3069	 3.043636516234
3070	 2.997384239748
3071	 2.951131963261
3072	 2.904879686774
3073	 2.858627410288
3074	 2.812375133801
3075	 2.766122857314
3076	 2.719870580827
3077	 2.673618304341
3078	 2.627366027854
3079	 2.581113751367
3080	 2.534861474881
3081	 2.488609198394
3082	 2.442356921907
3083	 2.396104645421
3084	 2.349852368934
3085	 2.303600092447
3086	 2.257347815961
3087	 2.211095539474
3088	 2.164843262987
3089	 2.118590986501
3090	 2.072338710014
3091	 2.026086433527
3092	 1.979834157041
3093	 1.933581880554
3094	 1.887329604067
3095	 1.841077327581
3096	 1.794825051094
3097	 1.748572774607
3098	 1.702320498121
3099	 1.656068221634
3100	 1.609815945147
3101	 1.563563668661
3102	 1.517311392174
3103	 1.471059115687
3104	 1.424806839200
3105	 1.378554562714
3106	 1.332302286227
3107	 1.286050009740
3108	 1.239797733254
3109	 1.193545456767
3110	 1.147293180280
3111	 1.101040903794
3112	 1.054788627307
3113	 1.008536350820
3114	 0.962284074334
3115	 0.916031797847
3116	 0.869779521360
3117	 0.823527244874
3118	 0.777274968387
3119	 0.731022691900
3120	 0.684770415414
3121	 0.638518138927
3122	 0.592265862440
3123	 0.546013585954
3124	 0.499761309467
3125	 0.453509032980
3126	 0.407256756494
3127	 0.370728739521
3128	 0.396856586629
3129	 0.422984433738
3130	 0.449112280847
3131	 0.475240127956
3132	 0.501367975065
3133	 0.527495822173
3134	 0.553623669282
3135	 0.579751516391
3136	 0.605879363500
3137	 0.632007210609
3138	 0.658135057717
3139	 0.684262904826
3140	 0.710390751935
3141	 0.736518599044
3142	 0.762396944860
3143	 0.786667690729
3144	 0.810938436597
3145	 0.835209182466
3146	 0.859479928334
3147	 0.883750674203
3148	 0.908021420071
3149	 0.932292165940
3150	 0.956562911808
3151	 0.980833657677
3152	 1.005104403545
3153	 1.029375149414
3154	 1.053645895282
3155	 1.077916641151
3156	 1.102187387019
3157	 1.126458132888
3158	 1.150728878756
3159	 1.174999624625
3160	 1.199270370493
3161	 1.223541116362
3162	 1.247811862230
3163	 1.272082608099
3164	 1.296353353967
3165	 1.320624099836
3166	 1.344894845704
3167	 1.369165591573
3168	 1.393436337441
3169	 1.417707083310
3170	 1.441977829179
3171	 1.466248575047
3172	 1.490519320916
3173	 1.514790066784
3174	 1.539060812653
3175	 1.563331558521
3176	 1.587602304390
3177	 1.611873050258
3178	 1.636143796127
3179	 1.660414541995
3180	 1.684685287864
3181	 1.708956033732
3182	 1.733226779601
3183	 1.757497525469
3184	 1.781768271338
3185	 1.806039017206
3186	 1.830309763075
3187	 1.854580508943
3188	 1.878851254812
3189	 1.903122000680
3190	 1.927392746549
3191	 1.951663492417
3192	 1.975934238286
3193	 2.000204984154
3194	 2.024475730023
3195	 2.048746475891
3196	 2.073017221760
3197	 2.097287967628
3198	 2.121558713497
3199	 2.145829459365
3200	 2.170100205234
3201	 2.194370951102
3202	 2.218641696971
3203	 2.242912442839
3204	 2.267183188708
3205	 2.291453934576
3206	 2.315724680445
3207	 2.339995426313
3208	 2.364266172182
3209	 2.388536918050
3210	 2.412807663919
3211	 2.437078409787
3212	 2.461349155656
3213	 2.485619901524
3214	 2.509890647393
3215	 2.534161393262
3216	 2.558432139130
3217	 2.582702884999
3218	 2.606973630867
3219	 2.631244376736
3220	 2.655515122604
3221	 2.679785868473
3222	 2.704056614341
3223	 2.728327360210
3224	 2.752598106078
3225	 2.776868851947
3226	 2.801139597815
3227	 2.825410343684
3228	 2.849681089552
3229	 2.873951835421
3230	 2.898222581289
3231	 2.922493327158
3232	 2.894818638038
3233	 2.811831690449
3234	 2.728844742859
3235	 2.645857795270
3236	 2.562870847680
3237	 2.479883900091
3238	 2.396896952501
3239	 2.313910004912
3240	 2.230923057322
3241	 2.147936109733
3242	 2.064949162143
3243	 1.981962214554
3244	 1.898975266964
3245	 1.815988319375
3246	 1.733001371785
3247	 1.798944277536
3248	 2.023469867991
3249	 2.247995458446
3250	 2.472521048900
3251	 2.697046639355
3252	 2.921572229810
3253	 3.146097820264
3254	 3.370623410719
3255	 3.595149001174
3256	 3.819674591628
3257	 4.044200182083
3258	 4.268725772537
3259	 4.493251362992
3260	 4.717776953447
3261	 4.942302543901
3262	 5.267664963272
3263	 5.700399912014
3264	 6.133134860755
3265	 6.565869809497
3266	 6.998604758238
3267	 7.431339706980
3268	 7.864074655721
3269	 8.296809604463
3270	 8.729544553204
3271	 9.162279501946
3272	 9.595014450687
3273	 10.027749399429
3274	 10.460484348170
3275	 10.893219296912
3276	 11.325954245653
3277	 11.513533288472
3278	 11.440066739314
3279	 11.366600190157
3280	 11.293133640999
3281	 11.219667091842
3282	 11.146200542684
3283	 11.072733993527
3284	 10.999267444369
3285	 10.925800895212
3286	 10.852334346054
3287	 10.778867796897
3288	 10.705401247739
3289	 10.631934698582
3290	 10.558468149424
3291	 10.485001600267
3292	 10.344757680306
3293	 10.133408239811
3294	 9.922058799316
3295	 9.710709358821
3296	 9.499359918327
3297	 9.288010477832
3298	 9.076661037337
3299	 8.865311596842
3300	 8.653962156348
3301	 8.442612715853
3302	 8.231263275358
3303	 8.019913834863
3304	 7.808564394368
3305	 7.597214953874
3306	 7.385865513379
3307	 7.174516072884
3308	 6.963166632389
3309	 6.751817191895
3310	 6.540467751400
3311	 6.329118310905
3312	 6.117768870410
3313	 5.906419429915
3314	 5.695069989421
3315	 5.483720548926
3316	 5.272371108431
3317	 5.061021667936
3318	 4.849672227441
3319	 4.638322786947
3320	 4.426973346452
3321	 4.215623905957
3322	 4.166992796907
3323	 4.235601508919
3324	 4.304210220931
3325	 4.372818932943
3326	 4.441427644955
3327	 4.510036356967
3328	 4.578645068979
3329	 4.647253780991
3330	 4.715862493004
3331	 4.784471205016
3332	 4.853079917028
3333	 4.921688629040
3334	 4.990297341052
3335	 5.058906053064
3336	 5.127514765076
3337	 5.463593100499
3338	 5.992385376005
3339	 6.521177651511
3340	 7.049969927016
3341	 7.578762202522
3342	 8.107554478028
3343	 8.636346753534
3344	 9.165139029039
3345	 9.693931304545
3346	 10.222723580051
3347	 10.751515855557
3348	 11.280308131063
3349	 11.809100406568
3350	 12.337892682074
3351	 12.866684957580
3352	 13.233556340676
3353	 13.483762463724
3354	 13.733968586772
3355	 13.984174709819
3356	 14.234380832867
3357	 14.484586955914
3358	 14.734793078962
3359	 14.984999202010
3360	 15.235205325057
3361	 15.485411448105
3362	 15.735617571153
3363	 15.985823694200
3364	 16.236029817248
3365	 16.486235940295
3366	 16.736442063343
3367	 17.037804264823
3368	 17.376024817964
3369	 17.714245371106
3370	 18.052465924248
3371	 18.390686477390
3372	 18.728907030532
3373	 19.067127583673
3374	 19.405348136815
3375	 19.743568689957
3376	 20.081789243099
3377	 20.420009796240
3378	 20.758230349382
3379	 21.096450902524
3380	 21.434671455666
3381	 21.772892008807
3382	 21.904439815857
3383	 21.887078304852
3384	 21.869716793847
3385	 21.852355282842
3386	 21.834993771837
3387	 21.817632260832
3388	 21.800270749827
3389	 21.782909238822
3390	 21.765547727817
3391	 21.748186216812
3392	 21.730824705807
3393	 21.713463194802
3394	 21.696101683797
3395	 21.678740172792
3396	 21.661378661787
3397	 21.301337057924
3398	 20.694391786546
3399	 20.087446515167
3400	 19.480501243788
3401	 18.873555972409
3402	 18.266610701031
3403	 17.659665429652
3404	 17.052720158273
3405	 16.445774886894
3406	 15.838829615516
3407	 15.231884344137
3408	 14.624939072758
3409	 14.017993801379
3410	 13.411048530001
3411	 12.804103258622
3412	 12.720391122647
3413	 13.013672523060
3414	 13.306953923472
3415	 13.600235323885
3416	 13.893516724297
3417	 14.186798124709
3418	 14.480079525122
3419	 14.773360925534
3420	 15.066642325947
3421	 15.359923726359
3422	 15.653205126772
3423	 15.946486527184
3424	 16.239767927597
3425	 16.533049328009
3426	 16.826330728422
3427	 16.900429050193
3428	 16.816604262020
3429	 16.732779473847
3430	 16.648954685674
3431	 16.565129897501
3432	 16.481305109328
3433	 16.397480321155
3434	 16.313655532982
3435	 16.229830744809
3436	 16.146005956636
3437	 16.062181168463
3438	 15.978356380290
3439	 15.894531592117
3440	 15.810706803944
3441	 15.726882015771
3442	 15.869584450545
3443	 16.175501508178
3444	 16.481418565810
3445	 16.787335623443
3446	 17.093252681076
3447	 17.399169738708
3448	 17.705086796341
3449	 18.011003853973
3450	 18.316920911606
3451	 18.622837969239
3452	 18.928755026871
3453	 19.234672084504
3454	 19.540589142136
3455	 19.846506199769
3456	 20.152423257402
3457	 20.066537643329
3458	 19.698355162135
3459	 19.330172680940
3460	 18.961990199746
3461	 18.593807718552
3462	 18.225625237357
3463	 17.857442756163
3464	 17.489260274969
3465	 17.121077793774
3466	 16.752895312580
3467	 16.384712831385
3468	 16.016530350191
3469	 15.648347868997
3470	 15.280165387802
3471	 14.911982906608
3472	 15.145787455468
3473	 15.813328333425
3474	 16.480869211383
3475	 17.148410089340
3476	 17.815950967298
3477	 18.483491845256
3478	 19.151032723213
3479	 19.818573601171
3480	 20.486114479129
3481	 21.153655357086
3482	 21.821196235044
3483	 22.488737113001
3484	 23.156277990959
3485	 23.823818868917
3486	 24.491359746874
3487	 24.375081132298
3488	 23.694054487369
3489	 23.013027842439
3490	 22.332001197509
3491	 21.650974552580
3492	 20.969947907650
3493	 20.288921262721
3494	 19.607894617791
3495	 18.926867972861
3496	 18.245841327932
3497	 17.564814683002
3498	 16.883788038072
3499	 16.202761393143
3500	 15.521734748213
3501	 14.840708103284
3502	 14.510147607797
3503	 14.432100694309
3504	 14.354053780821
3505	 14.276006867333
3506	 14.197959953845
3507	 14.119913040357
3508	 14.041866126869
3509	 13.963819213381
3510	 13.885772299893
3511	 13.807725386404
3512	 13.729678472916
3513	 13.651631559428
3514	 13.573584645940
3515	 13.495537732452
3516	 13.417490818964
3517	 13.319586133569
3518	 13.207373769335
3519	 13.095161405100
3520	 12.982949040866
3521	 12.870736676632
3522	 12.758524312397
3523	 12.646311948163
3524	 12.534099583929
3525	 12.421887219694
3526	 12.309674855460
3527	 12.197462491226
3528	 12.085250126991
3529	 11.973037762757
3530	 11.860825398523
3531	 11.748613034288
3532	 11.636400670054
3533	 11.524188305819
3534	 11.411975941585
3535	 11.299763577351
3536	 11.187551213116
3537	 11.075338848882
3538	 10.963126484648
3539	 10.850914120413
3540	 10.738701756179
3541	 10.626489391945
3542	 10.514277027710
3543	 10.402064663476
3544	 10.289852299242
3545	 10.177639935007
3546	 10.065427570773
3547	 10.419080769258
3548	 11.106122818260
3549	 11.793164867262
3550	 12.480206916263
3551	 13.167248965265
3552	 13.854291014267
3553	 14.541333063269
3554	 15.228375112271
3555	 15.915417161273
3556	 16.602459210275
3557	 17.289501259277
3558	 17.976543308279
3559	 18.663585357281
3560	 19.350627406283
3561	 20.037669455285
3562	 20.381700804961
3563	 20.480262319768
3564	 20.578823834576
3565	 20.677385349383
3566	 20.775946864191
3567	 20.874508378998
3568	 20.973069893806
3569	 21.071631408613
3570	 21.170192923421
3571	 21.268754438228
3572	 21.367315953036
3573	 21.465877467843
3574	 21.564438982650
3575	 21.663000497458
3576	 21.761562012265
3577	 21.769201062888
3578	 21.711772982061
3579	 21.654344901233
3580	 21.596916820406
3581	 21.539488739579
3582	 21.482060658751
3583	 21.424632577924
3584	 21.367204497096
3585	 21.309776416269
3586	 21.252348335441
3587	 21.194920254614
3588	 21.137492173786
3589	 21.080064092959
3590	 21.022636012131
3591	 20.965207931304
3592	 20.927748399073
3593	 20.904579022606
3594	 20.881409646139
3595	 20.858240269671
3596	 20.835070893204
3597	 20.811901516737
3598	 20.788732140269
3599	 20.765562763802
3600	 20.742393387335
3601	 20.719224010868
3602	 20.696054634400
3603	 20.672885257933
3604	 20.649715881466
3605	 20.626546504998
3606	 20.603377128531
3607	 20.148080767647
3608	 19.383540002184
3609	 18.618999236722
3610	 17.854458471260
3611	 17.089917705798
3612	 16.325376940335
3613	 15.560836174873
3614	 14.796295409411
3615	 14.031754643949
3616	 13.267213878487
3617	 12.502673113024
3618	 11.738132347562
3619	 10.973591582100
3620	 10.209050816638
3621	 9.444510051175
3622	 8.991673248999
3623	 8.761902142932
3624	 8.532131036865
3625	 8.302359930797
3626	 8.072588824730
3627	 7.842817718663
3628	 7.613046612596
3629	 7.383275506528
3630	 7.153504400461
3631	 6.923733294394
3632	 6.693962188327
3633	 6.464191082259
3634	 6.234419976192
3635	 6.004648870125
3636	 5.774877764058
3637	 5.765191672072
